Zeitstempel,Bitte geben Sie Ihren dreistellen anonymen Code ein (1.: Anfangsbuchstabe des Vornamens Ihres Vaters; 2.: Anfangsbuchstabe des Mädchennamens Ihrer Mutter; 3: Anfangsbuchstabe Ihres Geburstsorts),Ich bin gerne mit anderen Menschen zusammen.,Ich bin ein Einzelgänger. (-),Ich bin in vielen Vereinen aktiv.,Ich bin ein gesprächiger und kommunikativer Mensch.,Ich bin sehr kontaktfreudig.,Im Grunde bin ich oft lieber für mich allein. (-),Ich kann schnell gute Stimmung verbreiten.,Ich gehe gerne auf Partys.,Ich bin unternehmungslustig.,Ich stehe gerne im Mittelpunkt.,"Wie viele Facebook-Freunde (Kontakte) haben Sie (wenn Sie nicht bei Facebook sind, bitte LEER lassen).","Wie viele ""Kater"" (überreichlicher Alkoholkonsum) hatten Sie in den letzten12 Monaten?",Wie alt sind Sie?,Bitte geben Sie Ihr Geschlecht an.,"Ich würde sagen, ich bin extrovertiert.",Sie gehen alleine auf eine Party. Nach wie viel Minuten sind Sie im Gespräch?,Es wird ein Mitarbeiter (m/w) für eine Präsentation (Messe) gesucht. Melden Sie sich freiwillig?,Wie häufig waren Sie in den letzten 12 Monaten auf einer Party?,Wie oft haben Sie Kundenkontakt?,"Passt die folgende Beschreibung auf Sie?           Eine extravertierte Person ist jemand, der seine Energie eher nach außen richtet und weniger in die innere Welt der Gedanken, Ideen oder Vorstellungen. Daher neigen extravertierte Menschen dazu, in neuen Situationen ohne zu zögern sich in die neue Situationen zu begeben. Zum Beispiel würde eine extravertierte Person, die zum ersten Mal einen Yogakurs besucht, sich nicht scheuen, direkt bei den Übungen mitzumachen. Oder wenn eine extravertierte Person eine Kneipe zum ersten besucht, würde sie sich nicht unbehaglich fühlen. Man kann daher sagen, dass extravertierte Personen als aktiv wahrgenommen werden und sich zu Unternehmungen hingezogen fühlen, bei denen sie mit anderen Personen in Kontakt kommen.",X23,"Wie sehr treffen die folgenden Aussagen auf Sie zu? Bitte denken Sie dabei nicht an spezifische Situationen, sondern ganz allgemein, wie sehr die Aussagen Sie selbst in den meisten Bereichen und Situationen in Ihrem Leben beschreiben.Allgemein wirke ich tendenziell eher wie eine Person, die . . .",Was studieren Sie?,Rauchen Sie?,Wie viele Stunden schlafen Sie durchschnittlich unter der Woche?,Wie viele Stunden schlafen Sie durchschnittlich am Wochenende?
19.12.2016 14:23:11,ARM,4,1,3,3,3,2,3,4,4,2,650,1,20,Frau,3,10,keine Antwort,15,keine Antwort,passt insgesamt,NA,2,NA,NA,NA,NA
20.12.2016 11:08:31,ESH,4,1,2,4,4,2,3,3,3,3,400,10,27,Frau,4,1,ja,15,im Schnitt 1 Mal pro Woche,passt insgesamt,NA,1,NA,NA,NA,NA
24.12.2016 17:01:08,SSO,4,1,2,4,4,2,4,4,4,4,508,100,32,Mann,4,3,ja,40,im Schnitt mehrfach pro Tag,passt insgesamt,NA,2,NA,NA,NA,NA
02.01.2017 15:44:31,KMU,4,1,2,4,3,2,4,4,2,2,2200,25,29,Frau,3,15,nein,30,im Schnitt 1 Mal pro Tag,passt insgesamt,NA,2,NA,NA,NA,NA
06.01.2017 15:52:05,NA,3,1,1,3,4,2,3,2,3,1,591,9,24,Frau,3,10,keine Antwort,12,im Schnitt mehrfach pro Tag,passt insgesamt,NA,2,NA,NA,NA,NA
08.01.2017 18:21:11,ROM,4,1,3,3,3,1,2,4,4,4,450,10,21,Mann,4,20,ja,25,im Schnitt mehrfach pro Tag,passt insgesamt,NA,2,NA,NA,NA,NA
10.01.2017 10:26:00,HHE,4,1,2,3,3,1,3,4,4,1,NA,24,27,Mann,2,5,nein,20,im Schnitt mehrfach pro Tag,keine Antwort,NA,4,NA,NA,NA,NA
11.01.2017 10:11:19,MBT,4,2,1,3,3,2,3,3,4,2,397,19,23,Frau,3,26,ja,40,im Schnitt mehrfach pro Tag,passt insgesamt,NA,3,NA,NA,NA,NA
15.01.2017 21:48:07,wem,3,2,1,4,2,3,4,1,3,3,299,5,24,Frau,3,2,keine Antwort,7,im Schnitt mehrfach pro Tag,passt insgesamt nicht,NA,2,NA,NA,NA,NA
17.01.2017 09:53:45,lmm,3,2,2,3,2,2,2,2,2,3,30,0,46,Frau,2,20,ja,0,im Schnitt 1 Mal pro Woche,passt insgesamt nicht,NA,3,NA,NA,NA,NA
22.01.2017 17:03:36,JMD,3,3,1,3,3,2,3,3,3,2,150,6,27,Mann,3,10,ja,3,im Schnitt mehrfach pro Tag,passt insgesamt,NA,2,NA,NA,NA,NA
24.01.2017 15:39:43,NA,3,3,1,4,3,2,3,1,4,3,100,1,30,Frau,3,10,ja,0,im Schnitt 1 Mal pro Tag,passt insgesamt,NA,3,NA,NA,NA,NA
26.01.2017 11:13:33,RBK,4,2,1,4,4,2,4,3,3,3,230,8,30,Frau,3,5,ja,10,im Schnitt mehrfach pro Tag,passt insgesamt,NA,1,NA,NA,NA,NA
26.01.2017 19:16:01,RMG,4,1,1,4,4,2,3,2,2,2,NA,0,28,Mann,3,3,nein,6,im Schnitt 1 Mal pro Woche,passt insgesamt,NA,3,NA,NA,NA,NA
29.01.2017 16:55:06,NA,3,3,3,3,2,3,2,2,2,2,290,6,34,Mann,2,45,nein,6,im Schnitt 1 Mal pro Woche,passt insgesamt,NA,4,NA,NA,NA,NA
30.01.2017 20:39:58,GAH,3,2,3,2,3,2,3,4,2,3,374,0,22,Mann,3,60,nein,2,im Schnitt mehrfach pro Tag,passt insgesamt,NA,2,NA,NA,NA,NA
05.02.2017 14:15:24,HBL,4,2,1,3,3,1,4,4,4,2,165,20,28,Mann,3,7,ja,35,keine Antwort,passt insgesamt,NA,3,NA,NA,NA,NA
06.02.2017 11:43:01,NA,3,3,2,3,3,3,3,2,3,2,300,2,25,Frau,3,30,ja,5,im Schnitt mehrfach pro Tag,passt insgesamt nicht,NA,2,NA,NA,NA,NA
07.02.2017 19:48:51,NA,2,3,1,2,1,3,2,2,3,2,90,3,33,Mann,2,20,ja,3,im Schnitt 1 Mal pro Tag,passt insgesamt nicht,NA,4,NA,NA,NA,NA
01.03.2017 09:29:26,NA,2,4,1,3,2,3,2,2,2,2,115,2,30,Mann,1,15,nein,5,im Schnitt mehrfach pro Tag,passt insgesamt nicht,NA,3,NA,NA,NA,NA
02.03.2017 16:57:37,PLU,3,2,1,3,3,2,3,2,4,2,80,0,30,Mann,1,5,keine Antwort,3,im Schnitt 1 Mal pro Tag,passt insgesamt,NA,4,NA,NA,NA,NA
02.03.2017 17:04:18,AVS,1,4,1,2,1,4,2,1,1,1,NA,0,NA,Mann,2,NA,ja,0,im Schnitt mehrfach pro Tag,keine Antwort,NA,6,NA,NA,NA,NA
02.03.2017 18:54:28,ABH,2,3,1,2,2,3,1,3,2,1,129,0,27,Frau,1,3,ja,30,im Schnitt mehrfach pro Tag,passt insgesamt,NA,5,NA,NA,NA,NA
03.03.2017 09:37:10,SHI,3,2,4,3,3,2,2,1,3,1,600,0,23,Frau,2,10,nein,10,im Schnitt 1 Mal pro Quartal (oder weniger),passt insgesamt,NA,5,NA,NA,NA,NA
03.03.2017 13:36:35,ANW,4,2,3,3,3,2,3,3,4,2,419,3,24,Frau,3,15,ja,6,im Schnitt 1 Mal pro Woche,keine Antwort,NA,4,NA,NA,NA,NA
03.03.2017 13:54:54,ABH,4,2,2,4,4,2,3,2,4,4,1400,0,19,Frau,4,10,ja,4,im Schnitt 1 Mal pro Tag,passt insgesamt,NA,2,NA,NA,NA,NA
03.03.2017 14:29:01,VMB,3,1,1,4,4,3,3,3,4,2,422,2,23,Frau,4,15,nein,3,im Schnitt 1 Mal pro Quartal (oder weniger),passt insgesamt,NA,2,NA,NA,NA,NA
03.03.2017 20:01:45,TEM,3,3,1,3,2,2,2,3,3,1,52,0,27,Frau,2,NA,NA,NA,im Schnitt mehrfach pro Tag,passt insgesamt,NA,4,NA,NA,NA,NA
03.03.2017 23:01:06,JBH,3,1,1,3,3,1,2,3,4,3,173,10,25,Mann,3,15,ja,18,im Schnitt mehrfach pro Tag,passt insgesamt,NA,3,NA,NA,NA,NA
03.03.2017 23:20:40,UFK,4,1,3,3,3,2,3,3,4,1,745,4,23,Frau,3,5,nein,25,im Schnitt mehrfach pro Tag,passt insgesamt,NA,3,NA,NA,NA,NA
04.03.2017 09:59:12,NA,4,2,1,3,3,1,3,2,2,2,NA,NA,NA,Frau,3,NA,nein,NA,im Schnitt 1 Mal pro Tag,NA,NA,3,NA,NA,NA,NA
04.03.2017 10:00:06,NA,4,2,1,4,4,2,4,4,4,2,350,5,24,Frau,4,5,nein,8,im Schnitt mehrfach pro Tag,passt insgesamt nicht,NA,2,NA,NA,NA,NA
04.03.2017 10:00:07,NA,4,1,1,4,4,2,2,3,4,1,366,3,22,Frau,2,2,nein,35,im Schnitt mehrfach pro Tag,passt insgesamt,NA,6,NA,NA,NA,NA
04.03.2017 15:59:20,NA,4,1,1,4,4,1,3,1,NA,2,NA,NA,25,Mann,1,NA,ja,NA,im Schnitt mehrfach pro Tag,passt insgesamt nicht,NA,3,NA,NA,NA,NA
04.03.2017 16:02:09,TMK,4,1,3,3,2,1,3,3,3,2,460,2,21,Frau,2,15,ja,6,im Schnitt mehrfach pro Tag,passt insgesamt,NA,3,NA,NA,NA,NA
04.03.2017 16:07:15,NA,4,2,2,4,4,2,4,4,4,3,500,6,24,Frau,4,5,ja,10,im Schnitt 1 Mal pro Monat,passt insgesamt,NA,1,NA,NA,NA,NA
04.03.2017 18:28:57,JWP,4,1,1,4,3,2,3,3,2,2,NA,NA,21,Mann,3,10,nein,NA,im Schnitt mehrfach pro Tag,passt insgesamt,NA,3,NA,NA,NA,NA
05.03.2017 08:08:21,tob,4,1,1,4,4,1,3,4,4,1,570,10,22,Frau,4,5,keine Antwort,35,im Schnitt mehrfach pro Tag,passt insgesamt,NA,3,NA,NA,NA,NA
05.03.2017 10:07:22,RBD,3,1,3,3,3,1,3,3,4,2,400,2,22,Frau,3,30,nein,10,im Schnitt mehrfach pro Tag,passt insgesamt,NA,3,NA,NA,NA,NA
05.03.2017 14:16:32,MMD,3,1,2,3,3,2,3,3,3,2,300,4,22,Frau,2,20,nein,5,im Schnitt 1 Mal pro Quartal (oder weniger),passt insgesamt nicht,NA,4,NA,NA,NA,NA
05.03.2017 14:20:56,MLC,4,2,2,4,3,2,3,2,3,4,300,1,19,Frau,3,10,ja,8,im Schnitt 1 Mal pro Tag,passt insgesamt,NA,2,NA,NA,NA,NA
05.03.2017 14:39:57,JHD,3,2,1,3,3,2,3,3,3,1,1248,6,19,Frau,2,2,nein,20,im Schnitt mehrfach pro Tag,passt insgesamt,NA,5,NA,NA,NA,NA
05.03.2017 15:21:09,NA,3,1,1,3,3,2,4,3,3,3,394,0,35,Mann,4,12,ja,3,im Schnitt mehrfach pro Tag,passt insgesamt,NA,2,NA,NA,NA,NA
05.03.2017 17:40:56,TKM,4,4,2,4,3,2,3,3,3,2,400,3,23,Frau,4,NA,nein,10,keine Antwort,passt insgesamt,NA,2,NA,NA,NA,NA
05.03.2017 20:38:28,MFK,3,3,2,2,3,3,3,3,3,3,NA,738,21,Frau,2,5,nein,15,im Schnitt mehrfach pro Tag,passt insgesamt,NA,3,NA,NA,NA,NA
05.03.2017 23:56:59,ASA,4,3,3,3,4,2,4,3,4,2,524,1,26,Mann,2,10,ja,20,im Schnitt mehrfach pro Tag,passt insgesamt,NA,4,NA,NA,NA,NA
06.03.2017 08:51:23,GAB,4,1,1,NA,3,2,2,4,4,3,150,4,21,Frau,2,NA,nein,NA,im Schnitt 1 Mal pro Quartal (oder weniger),passt insgesamt,NA,5,NA,NA,NA,NA
06.03.2017 09:40:13,CBM,3,2,1,3,3,2,3,4,4,3,250,40,27,Mann,4,5,ja,30,im Schnitt 1 Mal pro Tag,passt insgesamt,NA,2,NA,NA,NA,NA
06.03.2017 13:15:45,FOD,4,1,2,4,4,1,3,4,4,3,77,2,30,Frau,4,15,nein,30,im Schnitt 1 Mal pro Woche,passt insgesamt,NA,2,NA,NA,NA,NA
06.03.2017 16:08:51,MLI,3,3,1,3,3,2,3,3,3,2,299,1,28,Frau,3,5,nein,20,im Schnitt mehrfach pro Tag,passt insgesamt,NA,3,NA,NA,NA,NA
06.03.2017 16:21:18,weg,2,3,1,3,2,3,3,3,4,1,115,20,30,Mann,2,20,nein,30,im Schnitt mehrfach pro Tag,passt insgesamt nicht,NA,5,NA,NA,NA,NA
06.03.2017 16:23:06,GFS,3,1,1,3,2,3,2,3,3,2,320,2,27,Frau,2,15,nein,15,im Schnitt mehrfach pro Tag,passt insgesamt nicht,NA,3,NA,NA,NA,NA
06.03.2017 19:56:33,NA,3,2,1,4,2,3,3,4,4,3,455,3,22,Frau,2,20,nein,8,im Schnitt mehrfach pro Tag,keine Antwort,NA,4,NA,NA,NA,NA
06.03.2017 20:02:45,LSA,3,1,3,3,3,1,2,2,3,2,230,0,24,Frau,3,20,nein,3,keine Antwort,keine Antwort,NA,3,NA,NA,NA,NA
06.03.2017 20:04:01,JHB,4,2,2,4,3,2,3,3,3,3,150,0,23,Frau,4,5,ja,20,im Schnitt 1 Mal pro Tag,passt insgesamt,NA,1,NA,NA,NA,NA
06.03.2017 20:16:52,JMW,4,1,4,4,3,2,3,3,3,3,157,0,39,Mann,3,3,ja,8,im Schnitt mehrfach pro Tag,passt insgesamt,NA,2,NA,NA,NA,NA
06.03.2017 23:07:24,WPE,3,1,4,4,4,2,4,4,4,4,750,3,25,Mann,4,3,ja,50,im Schnitt mehrfach pro Tag,passt insgesamt,NA,1,NA,NA,NA,NA
06.03.2017 23:24:46,AMT,4,2,3,3,3,2,4,3,3,3,364,2,24,Frau,3,5,ja,3,im Schnitt 1 Mal pro Quartal (oder weniger),passt insgesamt,NA,2,NA,NA,NA,NA
07.03.2017 10:53:58,NA,3,2,1,4,3,2,3,4,4,2,400,5,19,Frau,1,15,ja,30,im Schnitt 1 Mal pro Tag,passt insgesamt,NA,3,NA,NA,NA,NA
07.03.2017 12:07:23,NA,4,2,2,4,4,2,4,4,4,4,NA,30,24,Mann,4,20,nein,20,im Schnitt mehrfach pro Tag,passt insgesamt,NA,1,NA,NA,NA,NA
07.03.2017 12:27:55,NA,4,3,1,3,3,2,2,3,3,2,345,0,20,Frau,3,3,nein,6,im Schnitt 1 Mal pro Woche,keine Antwort,NA,6,NA,NA,NA,NA
07.03.2017 12:29:54,AAE,3,1,3,3,3,1,3,3,3,2,200,3,29,Frau,3,5,nein,10,im Schnitt 1 Mal pro Monat,passt insgesamt,NA,3,NA,NA,NA,NA
07.03.2017 14:44:12,RNB,3,2,1,3,3,2,2,3,4,1,191,7,24,Frau,3,5,nein,15,im Schnitt 1 Mal pro Woche,passt insgesamt,NA,5,NA,NA,NA,NA
07.03.2017 14:45:41,SCE,4,1,3,4,4,1,3,4,4,2,437,15,24,Mann,3,2,ja,30,im Schnitt mehrfach pro Tag,passt insgesamt,NA,1,NA,NA,NA,NA
07.03.2017 14:48:26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
07.03.2017 17:27:40,JID,3,3,1,3,3,2,2,2,3,1,300,2,24,Frau,2,10,keine Antwort,10,im Schnitt 1 Mal pro Tag,keine Antwort,NA,3,NA,NA,NA,NA
07.03.2017 17:39:23,UHD,4,1,2,4,4,2,4,3,3,2,584,1,27,Mann,4,15,ja,10,im Schnitt 1 Mal pro Tag,passt insgesamt,NA,2,NA,NA,NA,NA
07.03.2017 18:01:08,HFP,3,2,1,2,2,1,2,3,3,1,190,5,25,Frau,1,30,nein,10,im Schnitt mehrfach pro Tag,passt insgesamt nicht,NA,5,NA,NA,NA,NA
07.03.2017 18:12:39,HHN,3,2,1,4,4,2,3,2,4,1,200,2,21,Frau,2,10,nein,3,im Schnitt 1 Mal pro Quartal (oder weniger),passt insgesamt,NA,3,NA,NA,NA,NA
07.03.2017 21:09:21,DLM,4,2,1,2,3,2,2,3,4,1,NA,20,48,Frau,1,15,nein,5,im Schnitt 1 Mal pro Quartal (oder weniger),passt insgesamt,NA,5,NA,NA,NA,NA
07.03.2017 22:22:49,RGA,3,2,1,2,3,2,3,3,4,2,NA,4,24,Mann,2,60,nein,6,im Schnitt 1 Mal pro Monat,passt insgesamt,NA,2,NA,NA,NA,NA
08.03.2017 11:21:43,NA,3,3,1,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ja,20,im Schnitt mehrfach pro Tag,NA,NA,2,NA,NA,NA,NA
08.03.2017 11:22:03,NA,4,2,2,4,3,3,3,2,3,2,500,1,21,Frau,4,NA,ja,20,im Schnitt mehrfach pro Tag,keine Antwort,NA,1,NA,NA,NA,NA
08.03.2017 12:32:05,NA,3,2,1,3,3,2,2,4,3,2,500,25,24,Frau,3,15,ja,50,im Schnitt 1 Mal pro Monat,passt insgesamt,NA,2,NA,NA,NA,NA
08.03.2017 13:35:30,AMSA,4,3,1,4,3,3,4,2,4,3,NA,1,23,Frau,3,5,ja,5,keine Antwort,keine Antwort,NA,2,NA,NA,NA,NA
08.03.2017 14:06:54,NA,4,4,2,3,3,2,2,3,4,2,620,10,19,Frau,2,7,nein,12,im Schnitt mehrfach pro Tag,passt insgesamt nicht,NA,3,NA,NA,NA,NA
08.03.2017 14:40:10,TLD,4,2,2,4,3,1,3,3,4,3,525,20,22,Mann,3,10,nein,NA,im Schnitt 1 Mal pro Woche,passt insgesamt,NA,3,NA,NA,NA,NA
08.03.2017 15:11:09,DCS,3,2,1,4,4,2,2,3,3,3,984,30,19,Frau,3,8,nein,33,keine Antwort,passt insgesamt nicht,NA,1,NA,NA,NA,NA
08.03.2017 15:57:13,MKF,4,2,1,3,2,2,2,2,3,2,444,0,20,Frau,2,3,keine Antwort,8,im Schnitt mehrfach pro Tag,passt insgesamt,NA,4,NA,NA,NA,NA
09.03.2017 16:42:27,gbs,4,2,1,3,3,2,4,4,4,3,171,0,37,Frau,4,10-15,keine Antwort,6,keine Antwort,passt insgesamt,NA,3,NA,NA,NA,NA
09.03.2017 19:35:24,WBE,3,2,2,3,3,2,2,3,3,2,NA,2,34,Mann,2,10,keine Antwort,7,im Schnitt mehrfach pro Tag,passt insgesamt,NA,3,NA,NA,NA,NA
09.03.2017 19:36:21,WKU,3,1,1,4,3,2,2,3,4,1,274,1,28,Frau,2,15,nein,2,im Schnitt mehrfach pro Tag,passt insgesamt,NA,3,NA,NA,NA,NA
10.03.2017 09:41:23,MGB,4,1,3,3,3,1,3,3,4,2,10,0,51,Mann,1,2,ja,8,im Schnitt mehrfach pro Tag,passt insgesamt,NA,4,NA,NA,NA,NA
10.03.2017 11:11:47,USJ,3,2,1,3,3,2,1,4,4,2,110,5,22,Frau,1,15,ja,10,im Schnitt mehrfach pro Tag,keine Antwort,NA,4,NA,NA,NA,NA
10.03.2017 11:32:11,DLH,2,3,1,3,2,3,3,4,3,1,136,9,26,Frau,3,7,nein,NA,im Schnitt mehrfach pro Tag,passt insgesamt nicht,NA,3,NA,NA,NA,NA
10.03.2017 15:08:36,JQH,3,2,4,3,3,1,2,3,3,2,309,5,26,Mann,2,5,ja,6,im Schnitt 1 Mal pro Monat,passt insgesamt,NA,4,NA,NA,NA,NA
10.03.2017 15:38:54,NA,4,2,1,3,3,1,3,4,4,3,NA,8,24,Frau,3,5,keine Antwort,20,im Schnitt mehrfach pro Tag,keine Antwort,NA,3,NA,NA,NA,NA
11.03.2017 00:20:22,HSG,4,1,1,4,4,2,3,1,3,2,NA,0,21,Frau,3,3,keine Antwort,NA,im Schnitt mehrfach pro Tag,passt insgesamt,NA,3,NA,NA,NA,NA
11.03.2017 00:58:37,MGS,3,1,1,4,3,1,2,3,3,3,623,2,23,Frau,3,20,ja,15,im Schnitt mehrfach pro Tag,keine Antwort,NA,3,NA,NA,NA,NA
11.03.2017 11:53:37,211120,3,2,3,3,2,2,1,3,2,2,271,2,22,Mann,2,60,nein,5,keine Antwort,passt insgesamt,NA,4,NA,NA,NA,NA
11.03.2017 13:16:18,NA,4,1,3,2,2,2,2,4,4,2,900,10,20,Frau,2,60,keine Antwort,30,keine Antwort,passt insgesamt,NA,3,NA,NA,NA,NA
11.03.2017 13:54:53,NA,4,1,1,3,3,1,3,4,4,1,492,12,25,Frau,3,60,ja,12,im Schnitt mehrfach pro Tag,passt insgesamt,NA,2,NA,NA,NA,NA
12.03.2017 08:47:36,APD,4,1,1,3,3,1,2,2,4,1,100,0,28,Mann,2,1,nein,8,im Schnitt 1 Mal pro Tag,passt insgesamt,NA,4,NA,NA,NA,NA
12.03.2017 12:52:43,GSO,4,3,4,3,3,3,3,3,4,3,NA,1,54,Frau,3,10,ja,20,im Schnitt mehrfach pro Tag,passt insgesamt,NA,3,NA,NA,NA,NA
12.03.2017 13:19:48,FHL,4,2,1,3,3,1,3,2,4,2,540,0,29,Frau,3,15,ja,10,im Schnitt mehrfach pro Tag,passt insgesamt,NA,3,NA,NA,NA,NA
12.03.2017 13:47:37,NA,3,3,1,2,2,3,4,4,3,3,250,45,21,Mann,3,2,nein,35,im Schnitt 1 Mal pro Woche,passt insgesamt,NA,3,NA,NA,NA,NA
12.03.2017 15:31:20,DFS,3,1,2,4,4,2,3,3,4,3,489,0,20,Frau,3,5,ja,8,im Schnitt mehrfach pro Tag,passt insgesamt,NA,3,NA,NA,NA,NA
12.03.2017 15:49:43,MVR,3,1,2,4,4,1,4,3,2,3,400,0,23,Frau,3,1,nein,10,im Schnitt mehrfach pro Tag,passt insgesamt,NA,2,NA,NA,NA,NA
12.03.2017 17:04:35,JSB,3,1,1,2,2,2,1,3,3,1,25,0,25,Frau,1,15,nein,10,im Schnitt mehrfach pro Tag,passt insgesamt,NA,5,NA,NA,NA,NA
12.03.2017 17:15:02,HBS,3,3,1,3,3,3,3,2,3,3,NA,5,37,Frau,3,6,nein,5,im Schnitt mehrfach pro Tag,passt insgesamt nicht,NA,3,NA,NA,NA,NA
12.03.2017 18:52:54,had,3,1,3,3,3,2,3,4,3,1,550,1,27,Mann,3,2,ja,18,im Schnitt mehrfach pro Tag,passt insgesamt,NA,4,NA,NA,NA,NA
12.03.2017 20:00:01,NA,3,3,1,4,4,2,2,3,3,4,882,6,19,Frau,4,10,nein,20,keine Antwort,passt insgesamt,NA,3,NA,NA,NA,NA
12.03.2017 20:13:44,NA,3,1,1,4,4,1,2,2,4,1,232,1,NA,Frau,4,NA,nein,4,im Schnitt 1 Mal pro Woche,keine Antwort,NA,4,NA,NA,NA,NA
12.03.2017 21:45:14,PMK,3,2,1,3,3,2,3,3,3,1,318,2,23,Frau,3,7,keine Antwort,33,im Schnitt 1 Mal pro Monat,passt insgesamt nicht,NA,4,NA,NA,NA,NA
13.03.2017 00:12:41,rbn,3,2,3,3,2,2,3,4,4,2,NA,2,23,Mann,3,2,nein,10,im Schnitt 1 Mal pro Monat,passt insgesamt nicht,NA,3,NA,NA,NA,NA
13.03.2017 08:38:37,bms,4,2,2,4,3,2,4,4,4,3,439,4,24,Frau,4,5,ja,65,im Schnitt mehrfach pro Tag,passt insgesamt,NA,3,NA,NA,NA,NA
13.03.2017 11:12:21,PKE,2,1,1,4,4,2,4,4,4,3,NA,0,21,Mann,2,10,ja,6,keine Antwort,passt insgesamt,NA,2,NA,NA,NA,NA
13.03.2017 11:12:25,IBD,3,2,2,4,3,3,3,4,3,1,300,1,19,Frau,3,10,NA,6,keine Antwort,passt insgesamt,NA,5,NA,NA,NA,NA
13.03.2017 11:13:21,NA,4,1,2,4,4,2,3,4,4,2,1000,60,19,Frau,3,5,nein,100,im Schnitt 1 Mal pro Woche,passt insgesamt,NA,1,NA,NA,NA,NA
13.03.2017 11:14:06,NA,2,3,1,2,2,3,2,3,3,2,420,20,19,Frau,2,10,ja,30,keine Antwort,passt insgesamt,NA,3,NA,NA,NA,NA
13.03.2017 11:14:47,GRE,3,2,2,3,3,3,4,4,2,3,989,10,21,Mann,2,15,nein,15,keine Antwort,passt insgesamt nicht,NA,5,NA,NA,NA,NA
13.03.2017 11:15:03,RNE,4,1,3,4,4,2,3,2,4,2,300,0,21,Frau,3,1,ja,1,im Schnitt 1 Mal pro Tag,passt insgesamt,NA,1,NA,NA,NA,NA
13.03.2017 11:15:04,SHW,3,2,3,3,3,2,2,2,3,2,350,1,20,Frau,2,5,ja,10,keine Antwort,keine Antwort,NA,4,NA,NA,NA,NA
13.03.2017 11:15:18,RDC,4,2,3,4,3,1,4,3,4,3,329,5,19,Frau,4,5,ja,15,im Schnitt mehrfach pro Tag,passt insgesamt,NA,2,NA,NA,NA,NA
13.03.2017 11:15:26,MLE,4,1,2,3,4,3,3,4,4,2,200,1,20,Frau,2,5,nein,20,im Schnitt mehrfach pro Tag,passt insgesamt,NA,2,NA,NA,NA,NA
13.03.2017 11:15:31,ASG,3,3,1,4,3,3,2,3,3,2,290,7,20,Mann,2,4,ja,30,keine Antwort,passt insgesamt,NA,2,NA,NA,NA,NA
13.03.2017 11:17:00,JHD,3,2,3,3,3,2,4,3,4,2,200,2,18,Frau,2,6,nein,20,im Schnitt 1 Mal pro Tag,passt insgesamt,NA,4,NA,NA,NA,NA
13.03.2017 11:50:24,NA,NA,1,1,4,4,2,3,3,3,3,537,2,22,Frau,3,20,ja,1,im Schnitt 1 Mal pro Quartal (oder weniger),passt insgesamt,NA,2,NA,NA,NA,NA
13.03.2017 11:53:57,HES,4,2,2,4,3,2,3,3,4,3,760,1,21,Frau,4,10,ja,2,im Schnitt 1 Mal pro Tag,passt insgesamt,NA,1,NA,NA,NA,NA
13.03.2017 13:25:22,NA,4,3,1,4,4,2,4,3,3,4,1170,3,29,Mann,4,Eine Minute,ja,5,im Schnitt mehrfach pro Tag,passt insgesamt,NA,2,NA,NA,NA,NA
13.03.2017 13:26:23,NA,2,3,3,2,2,3,2,2,3,1,600,2,34,Mann,1,10,ja,0,im Schnitt 1 Mal pro Woche,passt insgesamt,NA,4,NA,NA,NA,NA
14.03.2017 08:17:04,AEK,3,1,1,3,3,1,4,3,4,1,NA,1,30,Frau,3,10,nein,8,im Schnitt mehrfach pro Tag,keine Antwort,NA,3,NA,NA,NA,NA
14.03.2017 12:32:29,NA,4,2,1,4,4,2,4,3,4,2,470,4,22,Frau,4,10,ja,7,im Schnitt mehrfach pro Tag,passt insgesamt,NA,1,NA,NA,NA,NA
14.03.2017 12:33:09,NA,4,1,1,4,4,2,4,3,4,3,800,3,20,Frau,4,5,ja,20,im Schnitt 1 Mal pro Tag,passt insgesamt,NA,2,NA,NA,NA,NA
14.03.2017 12:34:51,NA,3,2,1,4,4,2,4,2,2,2,600,15,21,Frau,2,5,nein,10,im Schnitt mehrfach pro Tag,passt insgesamt nicht,NA,4,NA,NA,NA,NA
14.03.2017 12:42:59,KBD,3,2,1,3,3,2,4,4,3,3,170,4,27,Mann,4,30,ja,7,im Schnitt mehrfach pro Tag,passt insgesamt,NA,2,NA,NA,NA,NA
14.03.2017 12:49:57,FSV,4,1,2,3,3,2,3,3,4,2,593,6,22,Frau,3,30,nein,10,im Schnitt 1 Mal pro Woche,passt insgesamt,NA,2,NA,NA,NA,NA
14.03.2017 13:00:50,NA,3,2,1,2,2,3,2,3,2,1,177,0,20,Frau,2,5,keine Antwort,15,keine Antwort,passt insgesamt nicht,NA,4,NA,NA,NA,NA
14.03.2017 13:40:53,NA,4,1,1,3,3,1,3,3,3,3,NA,1,25,Frau,3,4,ja,5,im Schnitt mehrfach pro Tag,passt insgesamt,NA,3,NA,NA,NA,NA
14.03.2017 14:19:45,RBA,3,3,2,3,2,3,3,3,3,3,250,20,39,Mann,2,15,ja,3,im Schnitt mehrfach pro Tag,passt insgesamt,NA,2,NA,NA,NA,NA
